countryCode,GDPPerCapita,populationAges_0_14,populationAges_15_64,populationAges_65_above,populationDensity,ruralPopulation,urbanPopulation
EGY,3525.0201645005777,33.6454555875967,61.2079444748912,5.14659993751209,94.87877040534431,57.268,42.732
SLV,3800.103301640633,27.8516074921537,64.2219345914653,7.92645791638105,306.7636583011583,29.498999999999995,70.501
GNQ,9250.331953082255,37.4481969749338,60.0434503530341,2.50835267203213,43.32188948306595,28.861999999999995,71.138
ERI,,,,,,,
EST,18237.295843268254,16.1306788402671,64.8112053839318,19.0581157758012,30.26892109500805,31.436999999999998,68.563
ETH,717.1245929332854,41.7207824580225,54.8062390038665,3.47297853811101,103.603501,80.134,19.866
FRO,55822.914720343775,,,,34.50787814742559,58.223,41.777
FJI,5651.31805482702,29.7452197904858,65.1169934857789,5.13778672373536,47.750355774493705,44.765,55.235
FIN,43777.44008880752,16.3338646451715,62.8751810070842,20.7909543477442,18.082007831265834,14.724999999999994,85.275
FRA,37038.95512820856,18.24553057454,62.4703444983481,19.2841249271119,121.85262347476815,20.083,79.917
PYF,,23.124829281617,69.3187653646545,7.55640535372849,75.02049180327869,38.266,61.734
GAB,6979.709195635812,36.5886189016935,59.8055255486776,3.60585554962889,7.792420537897311,11.441000000000003,88.559
GMB,682.7180203282545,44.4533989472979,52.9075405186084,2.6390605340937,212.36551383399208,40.082,59.918
GEO,4062.169887573793,19.2505447708227,66.2513541446164,14.4981010845609,65.2140557752196,42.163,57.837
DEU,42098.92044535446,13.3152990382434,65.3959908493306,21.288710112426,235.71292935653767,22.775999999999996,77.224
GHA,1931.3894703694295,38.0227017501789,58.9466028390968,3.03069541072423,125.17335853036829,45.251,54.749
GIB,,,,,3373.7,0.0,100.0
GRC,18116.45962233355,14.3552750140483,64.5147682306055,21.1299567553462,83.59946470131885,21.613,78.387
GRL,48181.87418806396,,,,0.13688878060665124,13.674000000000007,86.326
GRD,9628.34748662013,23.2330561123153,67.1633669203073,9.60357696737741,324.2970588235294,63.928,36.072
GUM,35562.83790832827,25.1995998797184,65.6142030426324,9.18619707764911,301.7611111111111,5.382999999999996,94.617
GTM,4140.589826105932,35.6598860187338,59.7478598059853,4.59225417528087,154.75046659201195,49.681,50.319
GIN,732.962172595344,44.6443386930227,52.465734554428,2.88992675254926,47.77161403223181,64.53999999999999,35.46
GNB,661.0076549061806,42.5983961293464,54.683753375994,2.71785049465956,63.38680654338549,57.467,42.533
GUY,4542.6220666649315,28.9614036361374,65.0657014550772,5.97289490878543,3.918547117094234,73.518,26.482
HTI,735.301770321704,34.0025664277669,61.2677525860311,4.72968098620199,393.32256894049345,46.604,53.396
HND,2342.5846511956793,33.0004384737231,62.5590469857224,4.4405145405545,82.85633211189561,44.187,55.813
HKG,43734.24999377223,11.1976433628741,73.0503667956919,15.7519898414339,6987.238095238095,0.0,100.0
HUN,12992.375667514954,14.3710201246286,67.626637000505,18.0023428748664,108.40630730144703,29.221000000000004,70.779
ISL,61757.94930644827,20.1444284570417,65.7877943203916,14.0677772225667,3.3460249376558604,6.265000000000001,93.735
IND,1729.2680205154388,27.9324323846537,66.2742624652675,5.79330515007887,445.48434139762344,66.818,33.182
IDN,3562.8457564197097,27.2326833425639,67.2429803958788,5.52433626155731,144.37986166695188,46.011,53.989
IRN,5265.906634584248,24.0328498361237,70.0525811997687,5.91456896410762,48.84944129276259,26.120000000000005,73.88
IRQ,4776.726499393421,39.1012506967921,57.7478285542845,3.15092074892343,84.33142147283928,29.906000000000006,70.094
IRL,63197.08237441955,21.7553253677398,65.0970797390593,13.1475948932009,69.02794309769197,37.263,62.737
IMN,79155.54167209596,,,,146.11754385964912,47.657,52.343
ISR,37321.624036684516,27.9283658805633,60.6010739938476,11.4705601255891,394.91682070240296,7.744,92.256
ITA,30936.12544497702,13.6046648487564,64.160474265558,22.2348608856856,206.11782824505337,30.144999999999996,69.855
JAM,4843.338474108645,24.3039106252899,67.0954113843473,8.60067799036279,268.3506925207756,44.902,55.098
JPN,38794.330940551496,12.9143600079412,60.4938234789163,26.5918165131425,348.3500960061444,8.543000000000006,91.457
JOR,4103.733599910676,35.46191730078,60.7565965682836,3.78148613093642,107.58579635052939,9.494,90.506
KAZ,7714.841843760241,27.3075039786268,65.7740682874074,6.91842773396588,6.591123087750491,42.736,57.264
KEN,1410.5275710826972,40.9019501816192,56.9216999411272,2.17634987725358,86.18562392381487,73.895,26.105
XKX,3697.1295947095605,,,,166.82281620281069,,
KWT,27653.16440101049,21.2971347338493,76.460894013584,2.24197125256674,222.04674523007856,0.0,100.0
KGZ,1120.6665130084834,31.9187630569956,63.7226986350758,4.35853830792861,31.697080291970803,64.056,35.944
LAO,2308.8004822007897,33.2057133625267,62.8821185869504,3.9121680505229,29.66137781629116,66.26400000000001,33.736
LVA,14153.41492269162,15.2285963492255,65.0915327519189,19.6798708988556,31.513943390157607,31.979,68.021
LBN,7634.946543642818,26.9933891655711,66.4866424267915,6.51996840763739,656.0235581622678,11.733999999999995,88.266
LSO,1115.3360752090257,33.2251099984097,61.9357792417459,4.83911075984444,68.34654150197629,72.68299999999999,27.317
LBR,714.6233922300312,41.8032055990392,55.0003302965671,3.19646410439377,47.6203073089701,49.746,50.254
LBY,4035.194315504704,28.7247299127779,66.9987286207584,4.27654146646371,3.6896938972686044,20.459999999999994,79.54
LIE,165028.24502918668,,,,235.3625,85.697,14.303
LTU,14999.479639132926,14.6418983948058,66.389657653405,18.9684439517892,45.78766499426849,32.634,67.366
LUX,104278.39097190465,16.2394003425036,69.7182977019114,14.042301955585,239.5119341563786,9.540000000000006,90.46
MDG,475.9553656364738,41.2946300709759,55.8271207505954,2.8782491784287,42.78855276727398,64.144,35.856
MWI,315.7773263725745,44.6835418538551,52.6689772389968,2.64748090714811,182.49139796351295,83.494,16.506
MYS,9817.740860962142,24.7162767421135,69.080619256779,6.20310400110752,93.39462486683914,25.159999999999997,74.84
MDV,9209.288624771078,20.7458486852067,75.3953633136493,3.85878800114403,1585.0433333333333,61.046,38.954
MLI,779.8749330084136,47.8545171416035,49.6235801143339,2.52190274406259,14.723468476220916,59.217,40.783
MLT,25151.519616893213,14.2078482539435,66.4129769294446,19.3791748166119,1422.9875,5.519999999999996,94.48
MRT,1123.8881658968296,40.409455143024,56.4674280232677,3.1231168337083,4.0395207140778115,48.038,51.962
MUS,9681.618566896736,18.9017050159882,70.6552602695217,10.4430347144901,622.4004926108374,59.09,40.91
MEX,8739.756042809295,27.3048902837136,65.821789391381,6.8733203249054,63.444726459013864,20.423000000000002,79.577
MDA,2880.439281292955,15.7854298896043,73.7985577503641,10.4160123600317,123.731285052426,57.489,42.511
MCO,169915.8048401756,,,,19035.0,0.0,100.0
MNG,3660.1507461606066,29.433372464798,66.6457921896737,3.92083534552822,1.9673260125131955,31.703000000000003,68.297
MNE,7028.93657685094,18.3332695643302,67.524838026732,14.1418924089379,46.26788104089219,33.858999999999995,66.141
MAR,2896.72000268117,27.643098474154,65.8188485243372,6.53805300150887,78.70557024423034,38.64,61.36
MOZ,428.9264879955241,45.2138556686688,51.8846754168119,2.90146891451932,35.389941249777465,65.074,34.926
MMR,1192.4953378504274,27.3298314017134,67.3171848288406,5.35298376944599,81.22316714644454,69.918,30.082
NAM,4786.235302951275,36.8719158760396,59.4236155050542,3.70446861890618,2.86416815459923,52.039,47.961
NPL,777.1475955121655,32.3226535704436,62.0769438683676,5.60040256118883,190.17182420648763,81.05799999999999,18.942
NLD,46007.8529206547,16.5764095141154,65.0519291962127,18.371661289672,505.5005639655684,9.364999999999995,90.635
NCL,,23.381876137437,67.9285607477999,8.68956311476307,15.12855579868709,30.179000000000002,69.821
NZL,40026.85219646708,19.8098627143981,65.1902821582374,14.9998551273645,17.823857810185714,13.599999999999994,86.4
NIC,2107.5671799242773,30.9043311409597,64.2118289193452,4.88383993969518,52.38469336878843,41.91,58.09
NER,362.13113227433365,50.157344354397,47.2583696277197,2.58428601788329,16.411808636614825,83.71000000000001,16.29
NGA,2175.9996702185845,44.1060436139142,53.1479516634956,2.74600472259014,204.1791989195955,51.317,48.683
MNP,22246.743076813553,,,,122.14782608695653,8.557000000000002,91.443
NOR,70460.56053233217,17.8018106822214,65.6039698728744,16.5942194449041,14.336316496078108,18.515,81.485
OMN,14721.647332879553,21.8901554043238,75.8033934040733,2.30645119160282,14.472436187399031,17.5,82.5
PAK,1368.4543262762857,35.6982306157932,59.9862738229707,4.31549556123609,264.14913345786636,63.766,36.234
PAN,14356.32405417978,27.6017456189848,64.6703135287453,7.72794085226988,54.30559591068066,32.973,67.027
PNG,2509.6314574588737,36.4636337457485,60.2229126031431,3.31345365110843,18.265600847944178,86.95,13.05
PRY,5319.410217897025,30.0252498129206,63.9178934037114,6.056856783368,17.059833878681097,38.974,61.026
PER,6204.997260039267,27.1000301622918,65.3422333650822,7.55773647262604,24.1609625,22.461,77.539
PHL,2941.2120399935598,31.9216340637123,63.3154079529544,4.76295798333335,347.6671932119261,53.525,46.475
POL,12431.575424249173,14.7851706352486,68.8771314599247,16.3376979048267,124.00825304549463,39.822,60.178
PRT,19978.401214968002,13.8768459328705,64.961544860907,21.1616092062225,112.7163894382902,35.914,64.086
PRI,30628.75477580328,18.0065943270512,65.1181115553017,16.8752941176471,384.0467869222097,6.397999999999996,93.602
QAT,57163.060991835686,13.4988890035843,85.3922619796607,1.10884901675499,228.62825150732127,0.9849999999999994,99.015
ROU,9567.031743217112,15.4239899051767,67.1542968794398,17.4217132153836,85.63311891515994,46.1,53.9
RUS,8745.37511683101,17.2909033046569,68.8251195317792,13.8839771635639,8.813796287080498,25.836,74.164
RWA,726.3479744918461,40.3238388914327,56.9103561137722,2.76580499479511,472.9962707742197,82.944,17.056
SMR,46692.35109161447,,,,558.4,3.0900000000000034,96.91
STP,1710.1339476791943,43.1310800238157,53.9756036353437,2.89331634084054,211.69479166666667,28.908,71.092
SAU,19879.29753041775,25.5246860791333,71.3689917104061,3.10632221046056,15.091744391051733,16.599000000000004,83.401
SEN,1269.0404070242132,43.3775219813307,53.5572536373883,3.06522438128101,77.87632057341713,53.704,46.296
SRB,5756.381193510436,15.9772296315221,66.5996119477798,17.4231584206982,80.70343013949234,44.19,55.81
SYC,15077.839024285322,23.3204471842023,69.3668373210741,7.31271549472364,205.8195652173913,44.169,55.831
SLE,501.4157128578315,41.6367733257432,55.37333769601,2.98988897824674,101.53557772236077,58.772,41.228
SGP,56724.17038588625,12.2892461733462,77.9422580237773,9.76849580287652,7908.7205632193245,0.0,100.0
SXM,,,,,1175.5588235294117,0.0,100.0
SVK,16505.998062536943,15.2610353210022,70.1908470098234,14.5481176691744,112.9533693843594,46.194,53.806
SVN,21622.580683575976,14.7789760921025,66.7402529155679,18.4807709923296,102.52418081921509,45.98,54.02
SOM,295.9678516451272,46.9433517115482,50.2277444592544,2.82890382919737,22.61232027289827,56.184,43.816
ZAF,5272.918424754186,29.2133600471367,65.6644204598072,5.12221949305616,46.33098451062988,34.659000000000006,65.341
SSD,,42.2743908664634,54.3033115661566,3.42229756737999,,80.908,19.092
ESP,26505.343215520417,14.7653907630761,66.324068590093,18.9105406468308,93.04926586762613,20.159999999999997,79.84
LKA,3886.291501652389,24.5947668662226,65.6367668575647,9.76846627621268,338.1119438686015,81.689,18.311
SDN,2398.10187999332,41.1881124907425,55.3223658865505,3.48952162270705,,65.87899999999999,34.121
SUR,5604.722569340995,27.6810624406962,65.6112362096557,6.70770134964807,3.621076923076923,33.959999999999994,66.04
SWE,51974.19655534398,17.3883365475441,62.7714681374261,19.8401953150298,24.362488031229283,13.147999999999996,86.852
CHE,80172.19330392659,14.8325574107715,66.938538890063,18.2289036991655,211.89740340795987,26.260999999999996,73.739
SYR,,32.3642136030449,63.4900253784946,4.1457610184606,95.04946359527311,47.165,52.835
TJK,802.5180040528238,36.1293410032967,60.9115586064374,2.95910039026596,62.42221341595216,73.149,26.851
TZA,966.474622354379,44.5075677818509,52.9287229993725,2.5637092187766,59.8902573944457,67.667,32.333
THA,5978.611454078087,17.6456607144525,71.3482815201939,11.0060577653537,135.00231165221476,51.552,48.448
TLS,1358.2016915012941,38.8670273143015,56.7427875940713,4.39018509162725,81.9965030262273,70.15,29.85
TGO,597.4710888041092,41.904494450097,55.2670183866712,2.82848716323182,138.07596984739843,59.372,40.628
TTO,16176.947370057282,20.6218240947763,69.3693922587764,10.0087836464473,268.5309941520468,46.75,53.25
TUN,3698.058503754788,23.9984182513273,68.172120441138,7.82946130753467,72.75969361483007,31.653999999999996,68.346
TUR,10820.633842346046,25.3242680116071,66.6257239905596,8.05000799783324,103.71441341943532,25.866,74.134
TCA,25995.172460953527,,,,38.48315789473684,7.483000000000004,92.517
UGA,608.7057350974087,47.6744554980047,50.4247680770889,1.90077642490639,197.72344903251545,77.376,22.624
UKR,2187.73199668415,15.434669220634,68.6712542835303,15.8940764958357,77.6893179581902,30.846000000000004,69.154
ARE,38141.84675854915,14.385513055257,84.6274962664165,0.986990678326415,131.80765981413685,14.034999999999997,85.965
GBR,41064.13343162227,17.5896993125458,64.2519261230786,18.1583745643756,271.2007316165833,17.114000000000004,82.886
USA,57927.51685150619,19.0233424818483,65.9429787679709,15.0336787501808,35.304086944734145,18.138000000000005,81.862
URY,15387.14403012997,20.9417635842575,64.4669053064298,14.5913311093128,19.56423265912467,4.8559999999999945,95.144
UZB,2567.799206568827,28.388549352738,67.4698238021159,4.14162684514612,74.86577338975083,49.35,50.65
VEN,,28.2171520091869,65.1392077150525,6.6436402757606,33.83728700187064,11.834999999999994,88.165
VNM,2192.2145386656634,23.0369679453175,70.1383404701017,6.82469158458086,301.9922082110491,65.49000000000001,34.51
YEM,1139.8705681302647,40.3641933247861,56.8101547220192,2.8256519531947,51.45786692425706,64.606,35.394
ZMB,1280.578446792571,45.8383246377386,52.0909700137954,2.07070534846608,22.01200850159405,57.562,42.438
ZWE,1464.5835290394637,42.665087516467,54.4731339552859,2.86177852824712,36.26829520485976,67.70400000000001,32.296
