id,countryCode,date,totalCases,newCases,totalDeaths,newDeaths
3816,CYM,2020-03-29,8,0,1,0
3817,CYM,2020-03-30,8,0,1,0
3818,CYM,2020-03-31,12,4,1,0
3819,CYM,2020-04-01,14,2,1,0
3820,CYM,2020-04-02,22,8,1,0
3821,CYM,2020-04-03,28,6,1,0
3822,CYM,2020-04-04,29,1,1,0
3823,CYM,2020-04-05,35,6,1,0
3824,CYM,2020-04-06,39,4,1,0
3825,CYM,2020-04-07,39,0,1,0
3826,CYM,2020-04-08,45,6,1,0
3827,CYM,2020-04-09,45,0,1,0
3828,CYM,2020-04-10,45,0,1,0
3829,CYM,2020-04-11,45,0,1,0
3830,CYM,2020-04-12,53,8,1,0
3831,CYM,2020-04-13,53,0,1,0
3832,CYM,2020-04-14,53,0,1,0
3833,CYM,2020-04-15,54,1,1,0
3834,CYM,2020-04-16,60,6,1,0
3835,CYM,2020-04-17,61,1,1,0
3836,CYM,2020-04-18,61,0,1,0
3837,CYM,2020-04-19,61,0,1,0
3838,CYM,2020-04-20,61,0,1,0
3839,CYM,2020-04-21,66,5,1,0
3840,CYM,2020-04-22,66,0,1,0
3841,CYM,2020-04-23,66,0,1,0
3842,CYM,2020-04-24,66,0,1,0
3843,CYM,2020-04-25,66,0,1,0
3844,CYM,2020-04-26,70,4,1,0
3845,CYM,2020-04-27,70,0,1,0
3846,CYM,2020-04-28,70,0,1,0
3847,CYM,2020-04-29,70,0,1,0
3848,CYM,2020-04-30,73,3,1,0
3849,CYM,2020-05-01,73,0,1,0
3850,CYM,2020-05-02,74,1,1,0
3851,CYM,2020-05-03,74,0,1,0
3852,CYM,2020-05-04,74,0,1,0
3853,CYM,2020-05-05,75,1,1,0
3854,CYM,2020-05-06,75,0,1,0
3855,CYM,2020-05-07,78,3,1,0
3856,CYM,2020-05-08,78,0,1,0
3857,CYM,2020-05-09,81,3,1,0
3858,CYM,2020-05-10,81,0,1,0
3859,CYM,2020-05-11,81,0,1,0
3860,CYM,2020-05-12,84,3,1,0
3861,CYM,2020-05-13,85,1,1,0
3862,CYM,2020-05-14,85,0,1,0
3863,CYM,2020-05-15,93,8,1,0
3864,CYM,2020-05-16,93,0,1,0
3865,CYM,2020-05-17,94,1,1,0
3866,CYM,2020-05-18,94,0,1,0
3867,CYM,2020-05-19,94,0,1,0
3868,CYM,2020-05-20,111,17,1,0
3869,CYM,2020-05-21,111,0,1,0
3870,CYM,2020-05-22,111,0,1,0
3871,CYM,2020-05-23,121,10,1,0
3872,CYM,2020-05-24,129,8,1,0
3873,CYM,2020-05-25,129,0,1,0
3874,CYM,2020-05-26,134,5,1,0
3875,CYM,2020-05-27,137,3,1,0
3876,CYM,2020-05-28,140,3,1,0
3877,CYM,2020-05-29,140,0,1,0
3878,CYM,2020-05-30,141,1,1,0
3879,CYM,2020-05-31,141,0,1,0
3880,CYM,2020-06-01,141,0,1,0
3881,CYM,2020-06-02,150,9,1,0
3882,CYM,2020-06-03,151,1,1,0
3883,CYM,2020-06-04,156,5,1,0
3884,CYM,2020-06-05,160,4,1,0
3885,CYM,2020-06-06,164,4,1,0
3886,CYM,2020-06-07,164,0,1,0
3887,CYM,2020-06-08,164,0,1,0
3888,CYM,2020-06-09,171,7,1,0
3889,CYM,2020-06-10,176,5,1,0
3890,CAF,2020-03-16,1,1,0,0
3891,CAF,2020-03-17,1,0,0,0
3892,CAF,2020-03-18,1,0,0,0
3893,CAF,2020-03-19,1,0,0,0
3894,CAF,2020-03-20,1,0,0,0
3895,CAF,2020-03-21,1,0,0,0
3896,CAF,2020-03-22,3,2,0,0
3897,CAF,2020-03-23,4,1,0,0
3898,CAF,2020-03-24,4,0,0,0
3899,CAF,2020-03-25,4,0,0,0
3900,CAF,2020-03-26,4,0,0,0
3901,CAF,2020-03-27,5,1,0,0
3902,CAF,2020-03-28,5,0,0,0
3903,CAF,2020-03-29,6,1,0,0
3904,CAF,2020-03-30,6,0,0,0
3905,CAF,2020-03-31,6,0,0,0
3906,CAF,2020-04-01,6,0,0,0
3907,CAF,2020-04-02,8,2,0,0
3908,CAF,2020-04-03,8,0,0,0
3909,CAF,2020-04-04,8,0,0,0
3910,CAF,2020-04-05,9,1,0,0
3911,CAF,2020-04-06,9,0,0,0
3912,CAF,2020-04-07,9,0,0,0
3913,CAF,2020-04-08,9,0,0,0
3914,CAF,2020-04-09,10,1,0,0
3915,CAF,2020-04-10,11,1,0,0
3916,CAF,2020-04-11,11,0,0,0
3917,CAF,2020-04-12,11,0,0,0
3918,CAF,2020-04-13,11,0,0,0
3919,CAF,2020-04-14,11,0,0,0
3920,CAF,2020-04-15,11,0,0,0
3921,CAF,2020-04-16,11,0,0,0
3922,CAF,2020-04-17,12,1,0,0
3923,CAF,2020-04-18,12,0,0,0
3924,CAF,2020-04-19,12,0,0,0
3925,CAF,2020-04-20,12,0,0,0
3926,CAF,2020-04-21,12,0,0,0
3927,CAF,2020-04-22,14,2,0,0
3928,CAF,2020-04-23,16,2,0,0
3929,CAF,2020-04-24,17,1,0,0
3930,CAF,2020-04-25,19,2,0,0
3931,CAF,2020-04-26,19,0,0,0
3932,CAF,2020-04-27,19,0,0,0
3933,CAF,2020-04-28,50,31,0,0
3934,CAF,2020-04-29,50,0,0,0
3935,CAF,2020-04-30,50,0,0,0
3936,CAF,2020-05-01,50,0,0,0
3937,CAF,2020-05-02,72,22,0,0
3938,CAF,2020-05-03,72,0,0,0
3939,CAF,2020-05-04,72,0,0,0
3940,CAF,2020-05-05,94,22,0,0
3941,CAF,2020-05-06,94,0,0,0
3942,CAF,2020-05-07,94,0,0,0
3943,CAF,2020-05-08,94,0,0,0
3944,CAF,2020-05-09,143,49,0,0
3945,CAF,2020-05-10,143,0,0,0
3946,CAF,2020-05-11,179,36,0,0
3947,CAF,2020-05-12,179,0,0,0
3948,CAF,2020-05-13,179,0,0,0
3949,CAF,2020-05-14,197,18,0,0
3950,CAF,2020-05-15,221,24,0,0
3951,CAF,2020-05-16,301,80,0,0
3952,CAF,2020-05-17,327,26,0,0
3953,CAF,2020-05-18,327,0,0,0
3954,CAF,2020-05-19,336,9,0,0
3955,CAF,2020-05-20,411,75,0,0
3956,CAF,2020-05-21,411,0,0,0
3957,CAF,2020-05-22,436,25,0,0
3958,CAF,2020-05-23,479,43,0,0
3959,CAF,2020-05-24,552,73,1,1
3960,CAF,2020-05-25,604,52,1,0
3961,CAF,2020-05-26,652,48,1,0
3962,CAF,2020-05-27,671,19,1,0
3963,CAF,2020-05-28,702,31,1,0
3964,CAF,2020-05-29,755,53,1,0
3965,CAF,2020-05-30,874,119,1,0
3966,CAF,2020-05-31,962,88,1,0
3967,CAF,2020-06-01,1011,49,2,1
3968,CAF,2020-06-02,1069,58,4,2
3969,CAF,2020-06-03,1173,104,4,0
3970,CAF,2020-06-04,1189,16,4,0
3971,CAF,2020-06-05,1288,99,4,0
3972,CAF,2020-06-06,1451,163,4,0
3973,CAF,2020-06-07,1570,119,5,1
3974,CAF,2020-06-08,1634,64,5,0
3975,CAF,2020-06-09,1850,216,5,0
3976,CAF,2020-06-10,1888,38,5,0
3977,TCD,2020-03-20,1,1,0,0
3978,TCD,2020-03-21,1,0,0,0
3979,TCD,2020-03-22,2,1,0,0
3980,TCD,2020-03-23,2,0,0,0
3981,TCD,2020-03-24,2,0,0,0
3982,TCD,2020-03-25,3,1,0,0
3983,TCD,2020-03-26,3,0,0,0
3984,TCD,2020-03-27,5,2,0,0
3985,TCD,2020-03-28,5,0,0,0
3986,TCD,2020-03-29,5,0,0,0
3987,TCD,2020-03-30,5,0,0,0
3988,TCD,2020-03-31,7,2,0,0
3989,TCD,2020-04-01,7,0,0,0
3990,TCD,2020-04-02,7,0,0,0
3991,TCD,2020-04-03,7,0,0,0
3992,TCD,2020-04-04,7,0,0,0
3993,TCD,2020-04-05,8,1,0,0
3994,TCD,2020-04-06,9,1,0,0
3995,TCD,2020-04-07,9,0,0,0
3996,TCD,2020-04-08,9,0,0,0
3997,TCD,2020-04-09,10,1,0,0
3998,TCD,2020-04-10,11,1,0,0
3999,TCD,2020-04-11,11,0,0,0
4000,TCD,2020-04-12,11,0,0,0
4001,TCD,2020-04-13,15,4,0,0
4002,TCD,2020-04-14,23,8,0,0
4003,TCD,2020-04-15,23,0,0,0
4004,TCD,2020-04-16,27,4,0,0
4005,TCD,2020-04-17,27,0,0,0
4006,TCD,2020-04-18,33,6,0,0
4007,TCD,2020-04-19,33,0,0,0
4008,TCD,2020-04-20,33,0,0,0
4009,TCD,2020-04-21,33,0,0,0
4010,TCD,2020-04-22,34,1,0,0
4011,TCD,2020-04-23,34,0,0,0
4012,TCD,2020-04-24,40,6,0,0
4013,TCD,2020-04-25,40,0,0,0
4014,TCD,2020-04-26,40,0,0,0
4015,TCD,2020-04-27,46,6,0,0
4016,TCD,2020-04-28,46,0,0,0
4017,TCD,2020-04-29,52,6,2,2
4018,TCD,2020-04-30,52,0,2,0
4019,TCD,2020-05-01,73,21,5,3
4020,TCD,2020-05-02,73,0,5,0
4021,TCD,2020-05-03,117,44,10,5
4022,TCD,2020-05-04,117,0,10,0
4023,TCD,2020-05-05,117,0,10,0
4024,TCD,2020-05-06,170,53,17,7
4025,TCD,2020-05-07,170,0,17,0
4026,TCD,2020-05-08,253,83,27,10
4027,TCD,2020-05-09,260,7,28,1
4028,TCD,2020-05-10,322,62,31,3
4029,TCD,2020-05-11,322,0,31,0
4030,TCD,2020-05-12,322,0,31,0
4031,TCD,2020-05-13,357,35,40,9
4032,TCD,2020-05-14,372,15,42,2
4033,TCD,2020-05-15,399,27,46,4
4034,TCD,2020-05-16,428,29,48,2
4035,TCD,2020-05-17,474,46,50,2
4036,TCD,2020-05-18,503,29,53,3
4037,TCD,2020-05-19,519,16,53,0
4038,TCD,2020-05-20,545,26,56,3
4039,TCD,2020-05-21,565,20,57,1
4040,TCD,2020-05-22,588,23,58,1
4041,TCD,2020-05-23,611,23,59,1
4042,TCD,2020-05-24,648,37,60,1
4043,TCD,2020-05-25,675,27,60,0
4044,TCD,2020-05-26,687,12,61,1
4045,TCD,2020-05-27,700,13,62,1
4046,TCD,2020-05-28,715,15,64,2
4047,TCD,2020-05-29,726,11,65,1
4048,TCD,2020-05-30,759,33,65,0
4049,TCD,2020-05-31,759,0,65,0
4050,TCD,2020-06-01,778,19,65,0
4051,TCD,2020-06-02,790,12,66,1
4052,TCD,2020-06-03,803,13,66,0
4053,TCD,2020-06-04,820,17,66,0
4054,TCD,2020-06-05,828,8,66,0
4055,TCD,2020-06-06,836,8,68,2
4056,TCD,2020-06-07,836,0,69,1
4057,TCD,2020-06-08,837,1,69,0
4058,TCD,2020-06-09,839,2,70,1
4059,TCD,2020-06-10,844,5,71,1
4060,CHL,2020-03-04,1,1,0,0
4061,CHL,2020-03-05,3,2,0,0
4062,CHL,2020-03-06,4,1,0,0
4063,CHL,2020-03-07,5,1,0,0
4064,CHL,2020-03-09,10,5,0,0
4065,CHL,2020-03-10,13,3,0,0
4066,CHL,2020-03-11,17,4,0,0
4067,CHL,2020-03-12,23,6,0,0
4068,CHL,2020-03-13,33,10,0,0
4069,CHL,2020-03-14,43,10,0,0
4070,CHL,2020-03-15,61,18,0,0
4071,CHL,2020-03-16,75,14,0,0
4072,CHL,2020-03-17,156,81,0,0
4073,CHL,2020-03-18,201,45,0,0
4074,CHL,2020-03-19,238,37,0,0
4075,CHL,2020-03-20,342,104,0,0
4076,CHL,2020-03-21,434,92,0,0
4077,CHL,2020-03-22,537,103,0,0
4078,CHL,2020-03-23,632,95,1,1
4079,CHL,2020-03-24,746,114,2,1
4080,CHL,2020-03-25,922,176,2,0
4081,CHL,2020-03-26,1142,220,3,1
4082,CHL,2020-03-27,1306,164,4,1
4083,CHL,2020-03-28,1610,304,5,1
4084,CHL,2020-03-29,1909,299,6,1
4085,CHL,2020-03-30,2139,230,7,1
4086,CHL,2020-03-31,2449,310,8,1
4087,CHL,2020-04-01,2738,289,12,4
4088,CHL,2020-04-02,3031,293,16,4
4089,CHL,2020-04-03,3404,373,18,2
4090,CHL,2020-04-04,3737,333,22,4
4091,CHL,2020-04-05,4161,424,27,5
4092,CHL,2020-04-06,4471,310,34,7
4093,CHL,2020-04-07,4815,344,37,3
4094,CHL,2020-04-08,5116,301,43,6
4095,CHL,2020-04-09,5546,430,48,5
4096,CHL,2020-04-10,5972,426,57,9
4097,CHL,2020-04-11,6501,529,65,8
4098,CHL,2020-04-12,6927,426,73,8
4099,CHL,2020-04-13,7213,286,80,7
4100,CHL,2020-04-14,7525,312,82,2
4101,CHL,2020-04-15,7917,392,92,10
4102,CHL,2020-04-16,8273,356,94,2
4103,CHL,2020-04-17,8807,534,105,11
4104,CHL,2020-04-18,9252,445,116,11
4105,CHL,2020-04-19,9730,478,126,10
4106,CHL,2020-04-20,10088,358,133,7
4107,CHL,2020-04-21,10507,419,139,6
4108,CHL,2020-04-22,10832,325,147,8
4109,CHL,2020-04-23,11296,464,160,13
4110,CHL,2020-04-24,11812,516,168,8
4111,CHL,2020-04-25,12306,494,174,6
4112,CHL,2020-04-26,12858,552,181,7
4113,CHL,2020-04-27,13331,473,189,8
4114,CHL,2020-04-28,13813,482,198,9
4115,CHL,2020-04-29,14365,552,207,9
4116,CHL,2020-04-30,14885,520,216,9
4117,CHL,2020-05-01,16023,1138,227,11
4118,CHL,2020-05-02,17008,985,234,7
4119,CHL,2020-05-03,18435,1427,247,13
4120,CHL,2020-05-04,19663,1228,260,13
4121,CHL,2020-05-05,20643,980,270,10
4122,CHL,2020-05-06,22016,1373,275,5
4123,CHL,2020-05-07,23048,1032,281,6
4124,CHL,2020-05-08,24581,1533,285,4
4125,CHL,2020-05-09,25972,1391,294,9
4126,CHL,2020-05-10,27219,1247,304,10
4127,CHL,2020-05-11,28866,1647,312,8
4128,CHL,2020-05-12,30063,1197,323,11
4129,CHL,2020-05-13,31721,1658,335,12
4130,CHL,2020-05-14,34381,2660,346,11
4131,CHL,2020-05-15,37040,2659,358,12
4132,CHL,2020-05-16,39542,2502,394,36
4133,CHL,2020-05-17,41428,1886,421,27
4134,CHL,2020-05-18,43781,2353,450,29
4135,CHL,2020-05-19,46059,2278,478,28
4136,CHL,2020-05-20,49579,3520,509,31
4137,CHL,2020-05-21,53617,4038,544,35
4138,CHL,2020-05-22,57581,3964,589,45
4139,CHL,2020-05-23,61857,4276,630,41
4140,CHL,2020-05-24,65393,3536,673,43
4141,CHL,2020-05-25,69102,3709,718,45
4142,CHL,2020-05-26,73997,4895,761,43
4143,CHL,2020-05-27,77961,3964,806,45
4144,CHL,2020-05-28,82289,4328,841,35
4145,CHL,2020-05-29,86943,4654,890,49
4146,CHL,2020-05-30,90638,3695,944,54
4147,CHL,2020-05-31,94858,4220,997,53
4148,CHL,2020-06-01,99688,4830,1054,57
4149,CHL,2020-06-02,105159,5471,1113,59
4150,CHL,2020-06-03,108686,3527,1188,75
4151,CHL,2020-06-04,113628,4942,1275,87
4152,CHL,2020-06-05,118292,4664,1356,81
4153,CHL,2020-06-06,122499,4207,1448,92
4154,CHL,2020-06-07,127745,5246,1541,93
4155,CHL,2020-06-08,134150,6405,2190,649
4156,CHL,2020-06-09,138846,4696,2264,74
4157,CHL,2020-06-10,142759,3913,2283,19
4158,CHN,2019-12-31,27,27,0,0
4159,CHN,2020-01-01,27,0,0,0
4160,CHN,2020-01-02,27,0,0,0
4161,CHN,2020-01-03,44,17,0,0
4162,CHN,2020-01-04,44,0,0,0
4163,CHN,2020-01-05,59,15,0,0
4164,CHN,2020-01-06,59,0,0,0
4165,CHN,2020-01-07,59,0,0,0
4166,CHN,2020-01-08,59,0,0,0
4167,CHN,2020-01-09,59,0,0,0
4168,CHN,2020-01-10,59,0,0,0
4169,CHN,2020-01-11,59,0,1,1
4170,CHN,2020-01-12,59,0,1,0
4171,CHN,2020-01-13,59,0,1,0
4172,CHN,2020-01-14,59,0,1,0
4173,CHN,2020-01-15,59,0,2,1
4174,CHN,2020-01-16,59,0,2,0
4175,CHN,2020-01-17,63,4,2,0
4176,CHN,2020-01-18,80,17,2,0
4177,CHN,2020-01-19,216,136,3,1
4178,CHN,2020-01-20,235,19,3,0
4179,CHN,2020-01-21,386,151,6,3
4180,CHN,2020-01-22,526,140,17,11
4181,CHN,2020-01-23,623,97,17,0
4182,CHN,2020-01-24,882,259,26,9
4183,CHN,2020-01-25,1323,441,41,15
4184,CHN,2020-01-26,1988,665,56,15
4185,CHN,2020-01-27,2775,787,81,25
4186,CHN,2020-01-28,4528,1753,106,25
4187,CHN,2020-01-29,5994,1466,132,26
4188,CHN,2020-01-30,7734,1740,170,38
4189,CHN,2020-01-31,9714,1980,213,43
4190,CHN,2020-02-01,11809,2095,259,46
4191,CHN,2020-02-02,14399,2590,304,45
4192,CHN,2020-02-03,17211,2812,361,57
4193,CHN,2020-02-04,20448,3237,426,65
4194,CHN,2020-02-05,24320,3872,492,66
4195,CHN,2020-02-06,28047,3727,564,72
4196,CHN,2020-02-07,31207,3160,637,73
4197,CHN,2020-02-08,34625,3418,723,86
4198,CHN,2020-02-09,37232,2607,812,89
4199,CHN,2020-02-10,40206,2974,909,97
4200,CHN,2020-02-11,42696,2490,1017,108
4201,CHN,2020-02-12,44724,2028,1114,97
4202,CHN,2020-02-13,59865,15141,1368,254
4203,CHN,2020-02-14,64021,4156,1381,13
4204,CHN,2020-02-15,66559,2538,1524,143
4205,CHN,2020-02-16,68566,2007,1666,142
4206,CHN,2020-02-17,70618,2052,1771,105
4207,CHN,2020-02-18,72508,1890,1869,98
4208,CHN,2020-02-19,74258,1750,2008,139
4209,CHN,2020-02-20,74652,394,2120,112
4210,CHN,2020-02-21,75543,891,2238,118
4211,CHN,2020-02-22,76369,826,2347,109
4212,CHN,2020-02-23,77016,647,2445,98
4213,CHN,2020-02-24,77234,218,2595,150
4214,CHN,2020-02-25,77749,515,2665,70
4215,CHN,2020-02-26,78159,410,2717,52
4216,CHN,2020-02-27,78598,439,2746,29
4217,CHN,2020-02-28,78927,329,2790,44
4218,CHN,2020-02-29,79355,428,2837,47
4219,CHN,2020-03-01,79929,574,2872,35
4220,CHN,2020-03-02,80134,205,2914,42
4221,CHN,2020-03-03,80261,127,2946,32
4222,CHN,2020-03-04,80380,119,2983,37
4223,CHN,2020-03-05,80497,117,3014,31
4224,CHN,2020-03-06,80667,170,3044,30
4225,CHN,2020-03-07,80768,101,3072,28
4226,CHN,2020-03-08,80814,46,3099,27
4227,CHN,2020-03-09,80859,45,3122,23
4228,CHN,2020-03-10,80879,20,3139,17
4229,CHN,2020-03-11,80908,29,3161,22
4230,CHN,2020-03-12,80932,24,3172,11
4231,CHN,2020-03-13,80954,22,3179,7
4232,CHN,2020-03-14,80973,19,3194,15
4233,CHN,2020-03-15,80995,22,3203,9
4234,CHN,2020-03-16,81020,25,3216,13
4235,CHN,2020-03-17,81063,43,3225,9
4236,CHN,2020-03-18,81086,23,3241,16
4237,CHN,2020-03-19,81130,44,3249,8
4238,CHN,2020-03-20,81229,99,3253,4
4239,CHN,2020-03-21,81281,52,3259,6
4240,CHN,2020-03-22,81346,65,3265,6
4241,CHN,2020-03-23,81484,138,3274,9
4242,CHN,2020-03-24,81553,69,3281,7
4243,CHN,2020-03-25,81631,78,3285,4
4244,CHN,2020-03-26,81733,102,3291,6
4245,CHN,2020-03-27,81827,94,3296,5
4246,CHN,2020-03-28,81946,119,3299,3
4247,CHN,2020-03-29,82059,113,3304,5
4248,CHN,2020-03-30,82157,98,3306,2
4249,CHN,2020-03-31,82241,84,3309,3
4250,CHN,2020-04-01,82295,54,3310,1
4251,CHN,2020-04-02,82395,100,3316,6
4252,CHN,2020-04-03,82465,70,3326,10
4253,CHN,2020-04-04,82527,62,3330,4
4254,CHN,2020-04-05,82575,48,3333,3
4255,CHN,2020-04-06,82642,67,3335,2
4256,CHN,2020-04-07,82698,56,3335,0
4257,CHN,2020-04-08,82784,86,3337,2
4258,CHN,2020-04-09,82870,86,3339,2
4259,CHN,2020-04-10,82925,55,3340,1
4260,CHN,2020-04-11,83004,79,3343,3
4261,CHN,2020-04-12,83097,93,3343,0
4262,CHN,2020-04-13,83209,112,3345,2
4263,CHN,2020-04-14,83303,94,3345,0
4264,CHN,2020-04-15,83352,49,3346,1
4265,CHN,2020-04-16,83402,50,3346,0
4266,CHN,2020-04-17,83754,352,4636,1290
4267,CHN,2020-04-18,83785,31,4636,0
4268,CHN,2020-04-19,83803,18,4636,0
4269,CHN,2020-04-20,83817,14,4636,0
4270,CHN,2020-04-21,83849,32,4636,0
4271,CHN,2020-04-22,83864,15,4636,0
4272,CHN,2020-04-23,83876,12,4636,0
4273,CHN,2020-04-24,83884,8,4636,0
4274,CHN,2020-04-25,83899,15,4636,0
4275,CHN,2020-04-26,83909,10,4636,0
4276,CHN,2020-04-27,83912,3,4637,1
4277,CHN,2020-04-28,83938,26,4637,0
4278,CHN,2020-04-29,83940,2,4637,0
4279,CHN,2020-04-30,83944,4,4637,0
4280,CHN,2020-05-01,83956,12,4637,0
4281,CHN,2020-05-02,83959,3,4637,0
4282,CHN,2020-05-03,83961,2,4637,0
4283,CHN,2020-05-04,83964,3,4637,0
4284,CHN,2020-05-05,83966,2,4637,0
4285,CHN,2020-05-06,83968,2,4637,0
4286,CHN,2020-05-07,83970,2,4637,0
4287,CHN,2020-05-08,83976,6,4637,0
4288,CHN,2020-05-09,83976,0,4637,0
4289,CHN,2020-05-10,83991,15,4637,0
4290,CHN,2020-05-11,84010,19,4637,0
4291,CHN,2020-05-12,84011,1,4637,0
4292,CHN,2020-05-13,84018,7,4637,0
4293,CHN,2020-05-14,84024,6,4637,0
4294,CHN,2020-05-15,84029,5,4637,0
4295,CHN,2020-05-16,84038,9,4637,0
4296,CHN,2020-05-17,84044,6,4638,1
4297,CHN,2020-05-18,84054,10,4638,0
4298,CHN,2020-05-19,84063,9,4638,0
4299,CHN,2020-05-20,84065,2,4638,0
4300,CHN,2020-05-21,84067,2,4638,0
4301,CHN,2020-05-22,84079,12,4638,0
4302,CHN,2020-05-23,84081,2,4638,0
4303,CHN,2020-05-24,84084,3,4638,0
4304,CHN,2020-05-25,84095,11,4638,0
4305,CHN,2020-05-26,84102,7,4638,0
4306,CHN,2020-05-27,84103,1,4638,0
4307,CHN,2020-05-28,84106,3,4638,0
4308,CHN,2020-05-29,84106,0,4638,0
4309,CHN,2020-05-30,84123,17,4638,0
4310,CHN,2020-05-31,84128,5,4638,0
4311,CHN,2020-06-01,84147,19,4638,0
4312,CHN,2020-06-02,84154,7,4638,0
4313,CHN,2020-06-03,84159,5,4638,0
4314,CHN,2020-06-04,84160,1,4638,0
4315,CHN,2020-06-05,84171,11,4638,0
4316,CHN,2020-06-06,84177,6,4638,0
4317,CHN,2020-06-07,84186,9,4638,0
4318,CHN,2020-06-08,84191,5,4638,0
4319,CHN,2020-06-09,84194,3,4638,0
4320,CHN,2020-06-10,84198,4,4638,0
4321,COL,2020-03-05,0,0,0,0
4322,COL,2020-03-06,0,0,0,0
4323,COL,2020-03-07,1,1,0,0
4324,COL,2020-03-08,0,0,0,0
4325,COL,2020-03-09,0,0,0,0
4326,COL,2020-03-10,3,2,0,0
4327,COL,2020-03-11,0,0,0,0
4328,COL,2020-03-12,9,6,0,0
4329,COL,2020-03-13,0,0,0,0
4330,COL,2020-03-14,16,7,0,0
4331,COL,2020-03-15,34,18,0,0
4332,COL,2020-03-16,45,11,0,0
4333,COL,2020-03-17,57,12,0,0
4334,COL,2020-03-18,65,8,0,0
4335,COL,2020-03-19,102,37,0,0
4336,COL,2020-03-20,128,26,0,0
4337,COL,2020-03-21,158,30,0,0
4338,COL,2020-03-22,210,52,1,1
4339,COL,2020-03-23,235,25,2,1
4340,COL,2020-03-24,306,71,3,1
4341,COL,2020-03-25,378,72,3,0
4342,COL,2020-03-26,470,92,4,1
4343,COL,2020-03-27,491,21,6,2
4344,COL,2020-03-28,539,48,6,0
4345,COL,2020-03-29,608,69,6,0
4346,COL,2020-03-30,702,94,10,4
4347,COL,2020-03-31,798,96,14,4
4348,COL,2020-04-01,906,108,16,2
4349,COL,2020-04-02,1065,159,17,1
4350,COL,2020-04-03,1161,96,19,2
4351,COL,2020-04-04,1267,106,25,6
4352,COL,2020-04-05,1406,139,32,7
4353,COL,2020-04-06,1485,79,35,3
4354,COL,2020-04-07,1579,94,46,11
4355,COL,2020-04-08,1780,201,50,4
4356,COL,2020-04-09,2054,274,55,5
4357,COL,2020-04-10,2223,169,69,14
4358,COL,2020-04-11,2473,250,80,11
4359,COL,2020-04-12,2709,236,100,20
4360,COL,2020-04-13,2776,67,109,9
4361,COL,2020-04-14,2852,76,112,3
4362,COL,2020-04-15,2979,127,127,15
4363,COL,2020-04-16,3105,126,131,4
4364,COL,2020-04-17,3233,128,144,13
4365,COL,2020-04-18,3439,206,153,9
4366,COL,2020-04-19,3621,182,166,13
